,Season Year,Week,Team Name,Team City,Player,Player Jersey,Position,Injury Status,Injury Status Date,Practice Status,Injury Type
776,2023.0,5.0,Dolphins,Miami,Justin Bethel,20.0,CB,Questionable,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,NIR - Rest
777,2023.0,5.0,Dolphins,Miami,Raheem Mostert,31.0,RB,Questionable,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,NIR - Rest
778,2023.0,5.0,Dolphins,Miami,Braxton Berrios,0.0,WR,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
779,2023.0,5.0,Dolphins,Miami,Lester Cotton,66.0,G,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Ankle
780,2023.0,5.0,Dolphins,Miami,DeShon Elliott,21.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Groin
781,2023.0,5.0,Dolphins,Miami,Robert Jones,65.0,OL,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Knee
782,2023.0,5.0,Dolphins,Miami,Nik Needham,40.0,CB,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Achilles
783,2023.0,5.0,Dolphins,Miami,Jaelan Phillips,15.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Oblique
784,2023.0,5.0,Dolphins,Miami,Connor Williams,58.0,OL,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Groin
785,2023.0,5.0,Dolphins,Miami,Salvon Ahmed,26.0,RB,Questionable,2023-10-04T00:00:00+00:00,Full Participation In Practice,Groin
786,2023.0,5.0,Dolphins,Miami,Robert Hunt,68.0,OL,Questionable,2023-10-04T00:00:00+00:00,Full Participation In Practice,Knee
787,2023.0,5.0,Saints,New Orleans,Juwan Johnson,83.0,TE,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Calf
788,2023.0,5.0,Saints,New Orleans,Lonnie Johnson Jr.,28.0,CB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hamstring
789,2023.0,5.0,Saints,New Orleans,Andrus Peat,75.0,OL,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Concussion
790,2023.0,5.0,Saints,New Orleans,Ryan Ramczyk,71.0,T,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
791,2023.0,5.0,Saints,New Orleans,Bryan Bresee,90.0,DT,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Illness
792,2023.0,5.0,Saints,New Orleans,Paulson Adebo,29.0,CB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hamstring
793,2023.0,5.0,Saints,New Orleans,Derek Carr,4.0,QB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Shoulder
794,2023.0,5.0,Saints,New Orleans,Erik McCoy,78.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
795,2023.0,5.0,Saints,New Orleans,Foster Moreau,87.0,TE,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
796,2023.0,5.0,Saints,New Orleans,Jordan Howden,31.0,DB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Finger
797,2023.0,5.0,Saints,New Orleans,Landon Young,67.0,T,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hip
798,2023.0,5.0,Saints,New Orleans,James Hurst,74.0,OL,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Ankle
799,2023.0,5.0,Jets,New York,Billy Turner,54.0,T,Questionable,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Toe
800,2023.0,5.0,Jets,New York,Brandin Echols,26.0,CB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hamstring
801,2023.0,5.0,Jets,New York,Sam Eguavoen,52.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Ankle
802,2023.0,5.0,Jets,New York,D.J. Reed,4.0,CB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Concussion
803,2023.0,5.0,Jets,New York,Tony Adams,22.0,SAF,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hamstring
804,2023.0,5.0,Jets,New York,Mekhi Becton,77.0,T,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
805,2023.0,5.0,Jets,New York,Jarrick Bernard-Converse,29.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Foot
806,2023.0,5.0,Jets,New York,Wes Schweitzer,71.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Concussion
807,2023.0,5.0,Jets,New York,Carter Warren,67.0,T,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
808,2023.0,5.0,Steelers,Pittsburgh,Alex Highsmith,56.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Groin
809,2023.0,5.0,Steelers,Pittsburgh,Pressley Harvin III,6.0,P,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hamstring
810,2023.0,5.0,Steelers,Pittsburgh,Kenny Pickett,8.0,QB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
811,2023.0,5.0,Steelers,Pittsburgh,Patrick Peterson,20.0,CB,Out,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,NIR
812,2023.0,5.0,Steelers,Pittsburgh,Cole Holcomb,55.0,LB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Back
813,2023.0,5.0,Steelers,Pittsburgh,Dan Moore Jr.,65.0,T,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Knee
814,2023.0,5.0,Steelers,Pittsburgh,Isaac Seumalo,73.0,G,Out,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,NIR
815,2023.0,5.0,Steelers,Pittsburgh,Chukwuma Okorafor,76.0,OL,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Elbow
816,2023.0,5.0,Steelers,Pittsburgh,James Daniels,78.0,OL,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Groin
817,2023.0,5.0,Steelers,Pittsburgh,Pat Freiermuth,88.0,TE,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hamstring
818,2023.0,5.0,Steelers,Pittsburgh,Najee Harris,22.0,RB,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hamstring
819,2023.0,5.0,Steelers,Pittsburgh,DeMarvin Leal,98.0,DE,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Concussion
820,2023.0,5.0,Bills,Buffalo,Christian Benford,47.0,CB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Shoulder
821,2023.0,5.0,Bills,Buffalo,Leonard Floyd,56.0,DE,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
822,2023.0,5.0,Bills,Buffalo,Damien Harris,22.0,RB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Neck
823,2023.0,5.0,Bills,Buffalo,Micah Hyde,23.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
824,2023.0,5.0,Bills,Buffalo,Dawson Knox,88.0,TE,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Quad
825,2023.0,5.0,Bills,Buffalo,Matt Milano,58.0,LB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
826,2023.0,5.0,Bills,Buffalo,Von Miller,40.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Knee
827,2023.0,5.0,Bills,Buffalo,Jordan Poyer,21.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
828,2023.0,5.0,Bills,Buffalo,Greg Rousseau,50.0,DE,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Foot
829,2023.0,5.0,Bills,Buffalo,Tre'Davious White,27.0,CB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Achilles
830,2023.0,5.0,49ers,San Francisco,Charvarius Ward,7.0,CB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Heel
831,2023.0,5.0,49ers,San Francisco,Elijah Mitchell,25.0,RB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Knee
832,2023.0,5.0,49ers,San Francisco,Dre Greenlaw,57.0,LB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
833,2023.0,5.0,49ers,San Francisco,Jon Feliciano,55.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Concussion
834,2023.0,5.0,49ers,San Francisco,Christian McCaffrey,23.0,RB,Questionable,2023-10-05T00:00:00+00:00,Full Participation In Practice,NIR - Rest
835,2023.0,5.0,49ers,San Francisco,Trent Williams,71.0,T,Questionable,2023-10-05T00:00:00+00:00,Full Participation In Practice,NIR - Rest
836,2023.0,5.0,49ers,San Francisco,Deebo Samuel Sr.,19.0,WR,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ribs
837,2023.0,5.0,49ers,San Francisco,Jauan Jennings,15.0,WR,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shin
838,2023.0,5.0,Cowboys,Dallas,Damone Clark,33.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Shoulder
839,2023.0,5.0,Cowboys,Dallas,Rico Dowdle,23.0,RB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hip
840,2023.0,5.0,Cowboys,Dallas,Chuma Edoga,71.0,G,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
841,2023.0,5.0,Cowboys,Dallas,Peyton Hendershot,89.0,TE,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Ankle
842,2023.0,5.0,Cowboys,Dallas,Malik Hooker,28.0,SAF,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
843,2023.0,5.0,Cowboys,Dallas,CeeDee Lamb,88.0,WR,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
844,2023.0,5.0,Cowboys,Dallas,Zack Martin,70.0,G,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
845,2023.0,5.0,Cowboys,Dallas,Micah Parsons,11.0,LB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
846,2023.0,5.0,Cowboys,Dallas,Tyron Smith,77.0,T,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,NIR - Rest
847,2023.0,5.0,Texans,Houston,Christian Harris,48.0,LB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Concussion
848,2023.0,5.0,Texans,Houston,Jake Hansen,35.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Neck
849,2023.0,5.0,Texans,Houston,John Metchie III,8.0,WR,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Illness
850,2023.0,5.0,Texans,Houston,Shaq Griffin,0.0,CB,Questionable,2023-10-05T00:00:00+00:00,Limited Participation In Practice,Calf
851,2023.0,5.0,Texans,Houston,Maliek Collins,96.0,DT,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Abdomen
852,2023.0,5.0,Texans,Houston,Josh Jones,74.0,T,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hand
853,2023.0,5.0,Texans,Houston,Shaq Mason,69.0,G,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
854,2023.0,5.0,Texans,Houston,Dameon Pierce,31.0,RB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
855,2023.0,5.0,Texans,Houston,Laremy Tunsil,78.0,T,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
856,2023.0,5.0,Texans,Houston,Michael Deiter,63.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Chest
857,2023.0,5.0,Texans,Houston,Tytus Howard,71.0,T,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hand
858,2023.0,5.0,Texans,Houston,Cameron Johnston,11.0,P,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Calf
859,2023.0,5.0,Texans,Houston,Denzel Perryman,6.0,MLB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hand
860,2023.0,5.0,Texans,Houston,Tavierre Thomas,4.0,CB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hand
861,2023.0,5.0,Packers,Green Bay,Jaire Alexander,23.0,CB,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Back
862,2023.0,5.0,Packers,Green Bay,Zayne Anderson,39.0,SAF,Out,2023-10-07T00:00:00+00:00,Did Not Participate In Practice,Hamstring
863,2023.0,5.0,Packers,Green Bay,De'Vondre Campbell,59.0,LB,Out,2023-10-07T00:00:00+00:00,Did Not Participate In Practice,Ankle
864,2023.0,5.0,Packers,Green Bay,Rudy Ford,20.0,SAF,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Oblique
865,2023.0,5.0,Packers,Green Bay,Elgton Jenkins,74.0,OL,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Knee
866,2023.0,5.0,Packers,Green Bay,Aaron Jones,33.0,RB,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Hamstring
867,2023.0,5.0,Packers,Green Bay,Luke Musgrave,88.0,TE,Questionable,2023-10-07T00:00:00+00:00,Full Participation In Practice,Concussion
868,2023.0,5.0,Packers,Green Bay,Jon Runyan,76.0,G,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Groin
869,2023.0,5.0,Packers,Green Bay,Eric Stokes,21.0,CB,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Foot
870,2023.0,5.0,Packers,Green Bay,Zach Tom,50.0,OL,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Knee
871,2023.0,5.0,Packers,Green Bay,Carrington Valentine,37.0,CB,Questionable,2023-10-07T00:00:00+00:00,Full Participation In Practice,Biceps
872,2023.0,5.0,Packers,Green Bay,Christian Watson,9.0,WR,Questionable,2023-10-07T00:00:00+00:00,Limited Participation In Practice,Hamstring
873,2023.0,5.0,Ravens,Baltimore,Rashod Bateman,7.0,WR,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hamstring
874,2023.0,5.0,Ravens,Baltimore,Odell Beckham Jr.,3.0,WR,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Ankle
875,2023.0,5.0,Ravens,Baltimore,Justice Hill,43.0,RB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Foot
876,2023.0,5.0,Ravens,Baltimore,Jalyn Armour-Davis,5.0,CB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hamstring
877,2023.0,5.0,Ravens,Baltimore,Marlon Humphrey,44.0,CB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Foot
878,2023.0,5.0,Ravens,Baltimore,Keaton Mitchell,34.0,RB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
879,2023.0,5.0,Ravens,Baltimore,Morgan Moses,78.0,T,Doubtful,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Shoulder
880,2023.0,5.0,Ravens,Baltimore,Odafe Oweh,99.0,OLB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Ankle
881,2023.0,5.0,Ravens,Baltimore,Ronnie Stanley,79.0,T,Questionable,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Knee
882,2023.0,5.0,Ravens,Baltimore,Marcus Williams,32.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Pectoral
883,2023.0,5.0,Ravens,Baltimore,Daryl Worley,41.0,CB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Shoulder
884,2023.0,5.0,Jaguars,Jacksonville,Zay Jones,7.0,WR,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Knee
885,2023.0,5.0,Jaguars,Jacksonville,Antonio Johnson,26.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hamstring
886,2023.0,5.0,Jaguars,Jacksonville,Devin Lloyd,33.0,LB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Thumb
887,2023.0,5.0,Jaguars,Jacksonville,Jamal Agnew,39.0,WR,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Quad
888,2023.0,5.0,Jaguars,Jacksonville,Josh Allen,41.0,OLB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
889,2023.0,5.0,Jaguars,Jacksonville,Dawuane Smoot,91.0,OLB,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Achilles
890,2023.0,5.0,Jaguars,Jacksonville,Cam Robinson,74.0,OL,Out,2023-10-05T00:00:00+00:00,Full Participation In Practice,NIR
891,2023.0,5.0,Jaguars,Jacksonville,Foley Fatukasi,94.0,DL,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Shoulder
892,2023.0,5.0,Jaguars,Jacksonville,Christian Braswell,21.0,CB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hamstring
893,2023.0,5.0,Panthers,Carolina,Xavier Woods,25.0,SAF,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Hamstring
894,2023.0,5.0,Panthers,Carolina,Claudin Cherelus,53.0,LB,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
895,2023.0,5.0,Panthers,Carolina,Donte Jackson,26.0,CB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
896,2023.0,5.0,Panthers,Carolina,Frankie Luvu,49.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hip
897,2023.0,5.0,Panthers,Carolina,Giovanni Ricci,45.0,TE,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
898,2023.0,5.0,Panthers,Carolina,Miles Sanders,6.0,RB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Groin
899,2023.0,5.0,Panthers,Carolina,DeShawn Williams,96.0,DT,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Elbow
900,2023.0,5.0,Panthers,Carolina,Austin Corbett,63.0,G,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Knee
901,2023.0,5.0,Panthers,Carolina,Stephen Sullivan,84.0,TE,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hip
902,2023.0,5.0,Cardinals,Arizona,Keaontay Ingram,30.0,RB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Neck
903,2023.0,5.0,Cardinals,Arizona,Krys Barnes,51.0,LB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Finger
904,2023.0,5.0,Cardinals,Arizona,Dennis Daley,71.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
905,2023.0,5.0,Cardinals,Arizona,Hjalte Froholdt,72.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Neck
906,2023.0,5.0,Cardinals,Arizona,Jonathan Ledbetter,93.0,DL,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Finger
907,2023.0,5.0,Cardinals,Arizona,Garrett Williams,21.0,CB,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Knee
908,2023.0,5.0,Cardinals,Arizona,Josh Woods,10.0,LB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
909,2023.0,5.0,Cardinals,Arizona,Kelvin Beachum,68.0,OL,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hand
910,2023.0,5.0,Cardinals,Arizona,Will Hernandez,76.0,OL,Questionable,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Back
911,2023.0,5.0,Vikings,Minnesota,Brian Asamoah II,33.0,LB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Toe
912,2023.0,5.0,Vikings,Minnesota,Garrett Bradbury,56.0,C,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Back
913,2023.0,5.0,Vikings,Minnesota,Lewis Cine,6.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hamstring
914,2023.0,5.0,Vikings,Minnesota,Marcus Davenport,0.0,OLB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Ankle
915,2023.0,5.0,Vikings,Minnesota,Josh Metellus,44.0,SAF,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Shoulder
916,2023.0,5.0,Vikings,Minnesota,Nick Mullens,12.0,QB,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Back
917,2023.0,5.0,Bears,Chicago,Jaquan Brisker,9.0,DB,Questionable,2023-10-04T00:00:00+00:00,Limited Participation In Practice,Hamstring
918,2023.0,5.0,Bears,Chicago,Chase Claypool,9.0,WR,Out,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,Other
919,2023.0,5.0,Bears,Chicago,Eddie Jackson,4.0,DB,Out,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,Foot
920,2023.0,5.0,Bears,Chicago,Teven Jenkins,76.0,OL,Questionable,2023-10-04T00:00:00+00:00,Full Participation In Practice,Calf
921,2023.0,5.0,Bears,Chicago,Jaylon Johnson,33.0,DB,Out,2023-10-04T00:00:00+00:00,Did Not Participate In Practice,Hamstring
922,2023.0,5.0,Commanders,Washington,Christian Holmes,34.0,CB,Out,2023-10-03T00:00:00+00:00,Limited Participation In Practice,Back
923,2023.0,5.0,Commanders,Washington,Curtis Samuel,4.0,WR,Out,2023-10-03T00:00:00+00:00,Limited Participation In Practice,Quad
924,2023.0,5.0,Commanders,Washington,Jahan Dotson,1.0,WR,Out,2023-10-04T00:00:00+00:00,Full Participation In Practice,Ankle
925,2023.0,5.0,Commanders,Washington,Chris Rodriguez Jr.,23.0,RB,Out,2023-10-05T00:00:00+00:00,Limited Participation In Practice,Illness
926,2023.0,5.0,Commanders,Washington,Quan Martin,20.0,DB,Out,2023-10-03T00:00:00+00:00,Full Participation In Practice,Thumb
927,2023.0,5.0,Commanders,Washington,Benjamin St-Juste,25.0,CB,Out,2023-10-03T00:00:00+00:00,Full Participation In Practice,Neck
928,2023.0,5.0,Bengals,Cincinnati,Akeem Davis-Gaither,59.0,LB,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Knee
929,2023.0,5.0,Bengals,Cincinnati,Tee Higgins,5.0,WR,Questionable,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Ribs
930,2023.0,5.0,Bengals,Cincinnati,Cam Taylor-Britt,29.0,CB,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Concussion
931,2023.0,5.0,Bengals,Cincinnati,Trey Hendrickson,91.0,DE,Questionable,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Back
932,2023.0,5.0,Bengals,Cincinnati,Orlando Brown Jr.,75.0,T,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Groin
933,2023.0,5.0,Bengals,Cincinnati,Irv Smith,81.0,TE,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hamstring
934,2023.0,5.0,Bengals,Cincinnati,Chidobe Awuzie,22.0,CB,Questionable,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Back
935,2023.0,5.0,Eagles,Philadelphia,Britain Covey,18.0,WR,Questionable,2023-10-06T00:00:00+00:00,Full Participation In Practice,Concussion
936,2023.0,5.0,Eagles,Philadelphia,Nicholas Morrow,41.0,LB,Questionable,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,NIR - Personal
937,2023.0,5.0,Eagles,Philadelphia,Fletcher Cox,91.0,DT,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Back
938,2023.0,5.0,Eagles,Philadelphia,Cam Jurgens,51.0,OL,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Foot
939,2023.0,5.0,Eagles,Philadelphia,Marlon Tuipulotu,95.0,DT,Out,2023-10-06T00:00:00+00:00,Did Not Participate In Practice,Triceps
940,2023.0,5.0,Eagles,Philadelphia,Sydney Brown,21.0,SAF,Out,2023-10-06T00:00:00+00:00,Limited Participation In Practice,Hamstring
941,2023.0,5.0,Eagles,Philadelphia,Justin Evans,30.0,SAF,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Neck
942,2023.0,5.0,Eagles,Philadelphia,Quez Watkins,16.0,WR,Out,2023-10-06T00:00:00+00:00,Full Participation In Practice,Hamstring
943,2023.0,6.0,Bears,Chicago,Equanimeous St. Brown,19.0,WR,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Hamstring
944,2023.0,6.0,Bears,Chicago,Kyler Gordon,6.0,DB,Out,2023-10-13T00:00:00+00:00,Full Participation In Practice,Hand
945,2023.0,6.0,Bears,Chicago,Khalil Herbert,24.0,RB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Ankle
946,2023.0,6.0,Bears,Chicago,Travis Homer,20.0,RB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Hamstring
947,2023.0,6.0,Bears,Chicago,Eddie Jackson,4.0,DB,Questionable,2023-10-13T00:00:00+00:00,Limited Participation In Practice,Foot
948,2023.0,6.0,Bears,Chicago,Cole Kmet,85.0,TE,Questionable,2023-10-13T00:00:00+00:00,Full Participation In Practice,Hamstring
949,2023.0,6.0,Bears,Chicago,Doug Kramer Jr.,68.0,OL,Questionable,2023-10-13T00:00:00+00:00,Full Participation In Practice,Thumb
950,2023.0,6.0,Bears,Chicago,Jaylon Johnson,33.0,DB,Questionable,2023-10-13T00:00:00+00:00,Full Participation In Practice,Hamstring
951,2023.0,6.0,Bears,Chicago,Lucas Patrick,62.0,OL,Questionable,2023-10-13T00:00:00+00:00,Full Participation In Practice,Concussion
952,2023.0,6.0,Bears,Chicago,Roschon Johnson,23.0,RB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Concussion
953,2023.0,6.0,Bears,Chicago,Terell Smith,32.0,DB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Ankle
954,2023.0,6.0,Jets,New York,Sauce Gardner,1.0,CB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Illness
955,2023.0,6.0,Jets,New York,Xavier Gipson,82.0,WR,Questionable,2023-10-13T00:00:00+00:00,Limited Participation In Practice,Ankle
956,2023.0,6.0,Jets,New York,Nick Bawden,48.0,FB,Questionable,2023-10-13T00:00:00+00:00,Full Participation In Practice,Calf
957,2023.0,6.0,Jets,New York,Brandin Echols,26.0,CB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Hamstring
958,2023.0,6.0,Jets,New York,Justin Hardee Sr.,34.0,CB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Hamstring
959,2023.0,6.0,Jets,New York,Mekhi Becton,77.0,T,Out,2023-10-13T00:00:00+00:00,Full Participation In Practice,Knee
960,2023.0,6.0,Jets,New York,D.J. Reed,4.0,CB,Out,2023-10-13T00:00:00+00:00,Did Not Participate In Practice,Concussion
961,2023.0,6.0,Jets,New York,Billy Turner,54.0,T,Out,2023-10-13T00:00:00+00:00,Full Participation In Practice,Toe
962,2023.0,6.0,Jets,New York,Micheal Clemons,72.0,DL,Questionable,2023-10-13T00:00:00+00:00,Limited Participation In Practice,Ankle
963,2023.0,6.0,Jets,New York,Joe Tippmann,66.0,C,Questionable,2023-10-13T00:00:00+00:00,Full Participation In Practice,Knee
